tf_name	context_id	context	is_matched	isTesting	isTraining	set	status	new_context_id	isLambertTf
NA	275	NaturalKillerCell_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
NA	276	NeuronsCBGranule_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
NA	277	NeuronsMediumSpiny_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
NA	278	OligoProgenitors_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
NA	279	Oligodendrocyte_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
NA	280	PancreaticAcinar_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
NA	281	Pericyte_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
NA	282	Schwann_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
NA	283	SkeletalMyocyte_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
NA	284	SmoothMuscle_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
NA	285	TCells_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
NA	286	ThyroidFollicular_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
AC008770	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	NA
AC092835	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	NA
ADNP	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ADNP	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ADNP	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ADNP2	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AEBP1	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AFF1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
AFF4	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
AFF4	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
AFF4	246	WTC11	TRUE	FALSE	TRUE	train	in-use	NA	NA
AGO1	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
AGO1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
AGO2	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
AHCTF1	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AHDC1	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AHDC1	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AHR	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AKAP8	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AKAP8	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AKAP8L	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AKAP8L	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AKNA	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AKNA	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ANKZF1	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
AR	246	WTC11	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARHGAP35	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARHGAP35	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARID1B	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
ARID2	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARID2	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARID3A	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARID3A	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARID3A	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARID3A	173	MCF7	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARID3B	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARID4A	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
ARID4B	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
ARID4B	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
ARID4B	246	WTC11	TRUE	FALSE	TRUE	train	in-use	NA	NA
ARID5B	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARNT	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARNT	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARNT	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARNT	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARNT	13	NA	NA	NA	NA	NA	renamed	260	TRUE
ARNT2	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ARNTL	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ASCL1	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ASCL1	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ASH1L	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ASH1L	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ASH1L	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ASH2L	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	NA
ASH2L	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
ASH2L	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	NA
ASH2L	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	NA
ASH2L	54	WA01 (H1, human embryonic stem cells)_none	TRUE	TRUE	FALSE	test	in-use	NA	NA
ATAD3A	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
ATF1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF1	21	HepG2 (hepatoblastoma)_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	TRUE
ATF2	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF2	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF2	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF2	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF2	54	WA01 (H1, human embryonic stem cells)_none	TRUE	TRUE	FALSE	test	in-use	NA	TRUE
ATF2	12	NA	NA	NA	NA	NA	renamed	260	TRUE
ATF3	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF3	114	HCT116	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF3	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF3	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF3	54	WA01 (H1, human embryonic stem cells)_none	TRUE	TRUE	FALSE	test	in-use	NA	TRUE
ATF3	5	NA	NA	NA	NA	NA	renamed	102	TRUE
ATF4	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF4	21	HepG2 (hepatoblastoma)_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	TRUE
ATF5	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF6	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF6	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF6	246	WTC11	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF7	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF7	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF7	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATF7	173	MCF7	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATM	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
ATMIN	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATOH8	59	A549	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
ATRX	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
BACH1	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BACH1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BATF	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BATF2	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BATF2	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BAZ2A	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BAZ2A	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BAZ2B	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BCL11A	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BCL11A	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BCL11A	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BCL11A	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BCL11A	54	WA01 (H1, human embryonic stem cells)_none	TRUE	TRUE	FALSE	test	in-use	NA	TRUE
BCL11A	12	NA	NA	NA	NA	NA	renamed	260	TRUE
BCL11B	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BCL11B	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BCL11B	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BCL11B	12	NA	NA	NA	NA	NA	renamed	260	TRUE
BCL3	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	NA
BCL3	59	A549	TRUE	FALSE	TRUE	train	in-use	NA	NA
BCL3	60	A549_Treated_with_100_nM_Dexamethasone_(Agonist)_for_1_Hour	TRUE	FALSE	TRUE	train	in-use	NA	NA
BCL3	61	A549_Treated_with_100_nM_Dexamethasone_(Agonist)_for_4_Hours	TRUE	FALSE	TRUE	train	in-use	NA	NA
BCL6	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BCL6	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BCL6B	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BCL6B	12	NA	NA	NA	NA	NA	renamed	260	TRUE
BCLAF1	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	NA
BCLAF1	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
BCLAF1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
BCOR	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
BDP1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
BDP1	18	HeLa S3 (cervical adenocarcinoma)_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
BHLHA15	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BHLHA9	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BHLHE40	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BHLHE40	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BHLHE40	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BHLHE40	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BHLHE40	263	IMR90	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BHLHE40	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BHLHE40	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BHLHE40	59	A549	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BHLHE40	159	NA	NA	NA	NA	NA	renamed	263	TRUE
BHLHE40	13	NA	NA	NA	NA	NA	renamed	260	TRUE
BHLHE41	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BHLHE41	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BMI1	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	NA
BMI1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
BMI1	173	MCF7	TRUE	FALSE	TRUE	train	in-use	NA	NA
BMI1	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	NA
BMI1	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	NA
BMI1	5	NA	NA	NA	NA	NA	renamed	102	NA
BMI1	40	NA	NA	NA	NA	NA	renamed	173	NA
BRCA1	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	NA
BRCA1	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
BRCA1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
BRCA1	18	HeLa S3 (cervical adenocarcinoma)_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
BRCA1	54	WA01 (H1, human embryonic stem cells)_none	TRUE	TRUE	FALSE	test	in-use	NA	NA
BRCA2	173	MCF7	TRUE	FALSE	TRUE	train	in-use	NA	NA
BRD4	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
BRD4	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
BRD4	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	NA
BRD4	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	NA
BRD9	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
BRF2	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
BRF2	18	HeLa S3 (cervical adenocarcinoma)_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	TRUE
BRF2	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
C11orf95	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CAMTA1	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CAMTA2	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CAMTA2	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CAMTA2	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CASZ1	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CAVIN1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CBFA2T2	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CBFA2T3	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CBFB	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	NA
CBX1	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
CBX1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CBX2	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CBX2	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CBX2	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CBX2	59	A549	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CBX3	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	NA
CBX3	114	HCT116	TRUE	FALSE	TRUE	train	in-use	NA	NA
CBX3	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CBX5	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	NA
CBX5	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CBX5	54	WA01 (H1, human embryonic stem cells)_none	TRUE	TRUE	FALSE	test	in-use	NA	NA
CBX8	54	WA01 (H1, human embryonic stem cells)_none	TRUE	TRUE	FALSE	test	in-use	NA	NA
CBX8	59	A549	TRUE	FALSE	TRUE	train	in-use	NA	NA
CC2D1A	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CC2D1A	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CCAR2	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
CCAR2	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CCDC6	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
CCNT2	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CDC5L	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CDX4	246	WTC11	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPA	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPB	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPB	114	HCT116	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPB	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPB	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPB	173	MCF7	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPB	18	HeLa S3 (cervical adenocarcinoma)_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	TRUE
CEBPB	20	HepG2 (hepatoblastoma)_low-glucose DMEM with 0.5% BSA supplemented with 1uM forskolin and 1mM pyruvate for 6h. (Snyder)	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	TRUE
CEBPB	263	IMR90	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPB	28	Ishikawa (endometrial adenocarcinoma)_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPB	59	A549	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPB	60	A549_Treated_with_100_nM_Dexamethasone_(Agonist)_for_1_Hour	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPB	61	A549_Treated_with_100_nM_Dexamethasone_(Agonist)_for_4_Hours	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPB	159	NA	NA	NA	NA	NA	renamed	263	TRUE
CEBPD	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPD	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPD	21	HepG2 (hepatoblastoma)_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	TRUE
CEBPG	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPG	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPG	173	MCF7	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPZ	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPZ	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CEBPZ	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CENPA	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CENPBD1	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CENPS	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CENPT	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CENPT	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CENPX	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CENPX	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CERS6	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
CGGBP1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CGGBP1	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CHAMP1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CHAMP1	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CHCHD3	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CHCHD3	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CHCHD3	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CHD1	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD1	173	MCF7	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD1	263	IMR90	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD1	54	WA01 (H1, human embryonic stem cells)_none	TRUE	TRUE	FALSE	test	in-use	NA	NA
CHD1	159	NA	NA	NA	NA	NA	renamed	263	NA
CHD2	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD2	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD2	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD2	18	HeLa S3 (cervical adenocarcinoma)_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
CHD2	48	SK-N-SH (neuroblastoma)_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	NA
CHD2	54	WA01 (H1, human embryonic stem cells)_none	TRUE	TRUE	FALSE	test	in-use	NA	NA
CHD2	59	A549	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD4	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD4	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD4	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD4	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD4	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD4	59	A549	TRUE	FALSE	TRUE	train	in-use	NA	NA
CHD7	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CLOCK	173	MCF7	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CLOCK	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CLOCK	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
COPS2	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
COPS2	173	MCF7	TRUE	FALSE	TRUE	train	in-use	NA	NA
CPXCR1	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB1	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB1	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB1	173	MCF7	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB1	21	HepG2 (hepatoblastoma)_none	FALSE	FALSE	FALSE	not matched, not used as training context but for feature construction	in-use	NA	TRUE
CREB1	28	Ishikawa (endometrial adenocarcinoma)_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB1	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB1	288	oligos_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB1	54	WA01 (H1, human embryonic stem cells)_none	TRUE	TRUE	FALSE	test	in-use	NA	TRUE
CREB1	60	A549_Treated_with_100_nM_Dexamethasone_(Agonist)_for_1_Hour	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB3	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB3	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB3L1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB3L3	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREB5	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREBBP	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CREBL2	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREM	102	GM12878	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREM	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREM	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CREM	287	neurons_none	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CSDE1	165	K562	TRUE	FALSE	TRUE	train	in-use	NA	NA
CSDE1	173	MCF7	TRUE	FALSE	TRUE	train	in-use	NA	NA
CSRNP1	156	HepG2	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
CSRNP1	260	HEK293	TRUE	FALSE	TRUE	train	in-use	NA	TRUE
